ID,Gender,Weight (kg),Height (cm),Size
2672,Female,4.5,45.8,XS
2673,Female,4.9,53.6,XS
2674,Female,37.9,161.7,XL
2675,Male,7.1,62.4,XS
2676,Female,35.7,134.2,M
2677,Male,8.5,83.7,XS
2678,Male,34.9,132.9,M
2679,Male,4.1,51.8,XS
2680,Female,11.7,77.8,XS
2681,Female,24.2,132.2,XL
2682,Male,36.1,149.3,M
2683,Male,47.3,154,M
2684,Female,3.3,42.7,XS
2685,Female,37.5,148.8,M
2686,Male,34.3,154.4,M
2687,Male,39.2,151.6,M
2688,Female,13.1,78.9,XS
2689,Female,45.5,164.2,XL
2690,Female,22.7,104.6,S
2691,Female,30.3,110.7,M
2692,Female,4.6,61.6,XS
2693,Male,33.2,130.5,M
2694,Male,30.1,145.8,M
2695,Male,12,93,S
2696,Female,22.1,91.1,S
2697,Female,23.9,110.7,S
2698,Male,7.9,65.2,XS
2699,Female,15.6,108.6,S
2700,Female,52,176.4,L
2701,Male,29.5,92.8,S
2702,Female,39.8,141.9,M
2703,Male,45.1,184.7,XL
2704,Male,15.1,85.6,S
2705,Male,3.4,61.8,XS
2706,Male,44.9,152.1,M
2707,Female,24.9,117.7,S
2708,Male,17.4,75.2,XS
2709,Male,34.4,105.7,M
2710,Female,8.4,76.8,XS
2711,Male,46.6,156.4,M
2712,Female,40.3,156.4,M
2713,Female,36.4,149.5,M
2714,Female,27.4,143.2,XL
2715,Female,24.5,108.8,S
2716,Male,14.7,54.3,XS
2717,Female,22.1,100.8,S
2718,Male,34.5,124.6,M
2719,Female,23.4,103.4,S
2720,Male,27.9,115.2,S
2721,Female,4.6,59.9,XS
2722,Male,31.5,114.8,M
2723,Female,24.6,99.8,S
2724,Male,50.1,158.4,L
2725,Male,46.5,162.1,XL
2726,Male,22.3,91,S
2727,Male,34.4,135.7,M
2728,Male,29.4,119.5,S
2729,Male,16.4,74.8,XS
2730,Male,46.3,163,XL
2731,Female,34.4,142.9,M
2732,Male,23.4,104.7,S
2733,Female,49.5,182,XL
2734,Male,46,162.2,XL
2735,Female,15.8,103.8,S
2736,Male,32.1,160.2,XL
2737,Female,16.3,92.7,S
2738,Female,46.3,149.8,M
2739,Female,-3.7,51.6,XS
2740,Male,38.1,162.4,XL
2741,Female,22.8,80.9,S
2742,Female,50,154.4,L
2743,Male,4.4,40.1,XS
2744,Male,14.3,98.6,S
2745,Male,9.1,64,XS
2746,Female,10.3,49.5,XS
2747,Male,9.5,76.6,XS
2748,Male,41.8,161.4,XL
2749,Female,46.6,182,XL
2750,Male,20.9,79.2,XS
2751,Male,37.8,160.7,XL
2752,Male,40.7,156.5,M
2753,Female,28.3,136.6,XL
2754,Female,6.1,70.3,XS
2755,Female,21.6,60.2,XS
2756,Male,43.2,170,XL
2757,Female,34.9,144.4,M
2758,Male,30,145,M
2759,Female,10.9,84.6,S
2760,Male,13.9,64.7,XS
2761,Male,31.2,130,M
2762,Male,36.2,134.8,M
2763,Female,32.9,102.4,M
2764,Male,13.8,75.4,XS
2765,Male,9.7,81.6,XS
2766,Male,39.2,158.6,M
2767,Female,35.9,145.3,M
2768,Male,38.1,142.2,M
2769,Male,40.5,166.6,XL
2770,Female,29.4,129.6,XL
2771,Male,23.2,76.4,XS
2772,Male,40.8,170.7,XL
2773,Female,26.4,118.1,S
2774,Male,18.9,80.1,S
2775,Male,28.5,96.4,S
2776,Male,46.4,151,M
2777,Female,41,144.7,M
2778,Female,28.1,138.7,XL
2779,Female,25.6,101.9,S
2780,Female,8.6,51.9,XS
2781,Female,30.5,128,M
2782,Male,37.3,152.5,M
2783,Female,24.3,96,S
2784,Female,37.9,165.9,XL
2785,Male,45.6,158.3,M
2786,Female,33.1,151.9,M
2787,Female,23,119.8,S
2788,Female,15.2,89.9,S
2789,Male,10.1,61.2,XS
2790,Male,4.1,57.8,XS
2791,Male,5.8,53.7,XS
2792,Female,17.1,82.6,S
2793,Male,15.9,75.2,XS
2794,Male,20.9,132.5,XL
2795,Male,5,55.5,XS
2796,Female,26.5,70.8,XS
2797,Male,27.1,105.9,S
2798,Male,15.8,100.7,S
2799,Male,16.8,65.4,XS
2800,Male,16.1,71.6,XS
2801,Male,42.1,167.6,XL
2802,Female,23.3,116.8,S
2803,Male,23.1,125.6,XL
2804,Male,29.6,113.7,S
2805,Female,16.5,129,XL
2806,Female,30.8,131.2,M
2807,Female,28.6,132.8,XL
2808,Male,13.1,69,XS
2809,Male,27,129.6,XL
2810,Female,30.2,107,M
2811,Male,5.4,63.7,XS
2812,Male,26.3,100.7,S
2813,Female,36.6,129.4,M
2814,Female,47.6,177.3,XL
2815,Female,2.9,58.7,XS
2816,Male,35.9,136.3,M
2817,Male,43.4,169.7,XL
2818,Male,16.3,102.6,S
2819,Male,30.7,118.8,M
2820,Male,6.8,58.7,XS
2821,Female,18.7,49.9,XS
2822,Female,45.9,153.3,M
2823,Male,29,140.3,XL
2824,Female,46.6,161.3,XL
2825,Male,29.3,135.2,XL
2826,Female,5,33.3,XS
2827,Female,27.3,146.3,XL
2828,Male,40.1,155.6,M
2829,Male,16.3,83.3,S
2830,Male,31.9,162.6,XL
2831,Male,25.7,114.1,S
2832,Female,30.7,123.6,M
2833,Female,15.2,80.1,S
2834,Female,16.3,88.3,S
2835,Female,20.7,97.3,S
2836,Female,10,73,XS
2837,Female,13.9,71.5,XS
2838,Female,25.2,103.3,S
2839,Female,31.4,134.5,M
2840,Female,8.7,76.5,XS
2841,Female,32.2,92.5,M
2842,Male,36.6,141.2,M
2843,Male,32.4,118.2,M
2844,Male,25.4,94.1,S
2845,Female,24.9,103.1,S
2846,Female,7.5,53.4,XS
2847,Male,32.4,114.2,M
2848,Male,9.3,51.8,XS
2849,Male,43.4,160.7,XL
2850,Male,30.7,150.4,M
2851,Male,35.9,153.1,M
2852,Female,44.2,162.7,XL
2853,Female,39,148.1,M
2854,Male,12.1,68.8,XS
2855,Male,27.1,113,S
2856,Male,33.2,121.8,M
2857,Female,15.7,63.5,XS
2858,Female,32.3,114.9,M
2859,Male,51.1,169.8,L
2860,Female,21.3,110.2,S
2861,Female,19,100.2,S
2862,Female,13.5,77.4,XS
2863,Female,41.4,167.1,XL
2864,Female,19.5,109.2,S
2865,Female,3.7,50.7,XS
2866,Male,32.5,150.4,M
2867,Female,3.2,42.7,XS
2868,Male,11.1,59.4,XS
2869,Male,48.2,157.3,M
2870,Male,29.8,117.1,S
2871,Female,21.7,80.9,S
2872,Male,33.4,146.3,M
2873,Female,32.8,131.6,M
2874,Male,14.8,63.4,XS
2875,Male,26.2,102.4,S
2876,Male,38.3,167.9,XL
2877,Female,21.2,100.7,S
2878,Female,19.2,91.7,S
2879,Female,14.3,80.1,S
2880,Male,42.2,169.7,XL
2881,Female,24,92.9,S
2882,Male,7.4,71.2,XS
2883,Male,22,73.6,XS
2884,Female,20.6,82.1,S
2885,Female,22.7,87.5,S
2886,Male,34.3,152.6,M
2887,Male,33.7,119.9,M
2888,Female,10.2,68.8,XS
2889,Female,24.7,107.1,S
2890,Female,23.3,116.2,S
2891,Female,14.8,106.6,S
2892,Female,48.6,162.1,XL
2893,Female,19.2,60.2,XS
2894,Female,28.3,119.7,S
2895,Female,28.5,109,S
2896,Male,5.2,70.8,XS
2897,Female,-0.4,40.3,XS
2898,Female,54,183.5,XL
2899,Female,27.3,72.5,XS
2900,Male,43.7,166.3,XL
2901,Female,23.4,98.9,S
2902,Female,48.7,159.4,M
2903,Male,44.3,169.2,XL
2904,Male,27.6,123.1,XL
2905,Male,41.3,151.2,M
2906,Female,31.9,139.2,M
2907,Female,43.5,148.9,M
2908,Male,14.4,91.1,S
2909,Female,17.6,77.3,XS
2910,Female,22.1,127.1,XL
2911,Female,35.1,146.8,M
2912,Male,41.4,160.9,XL
2913,Female,21.6,104.8,S
2914,Female,34.2,129,M
2915,Male,10.5,56.8,XS
2916,Female,14.1,73.3,XS
2917,Female,29.4,136.7,XL
2918,Male,23.2,112.6,S
2919,Male,21.1,103.9,S
2920,Male,53.4,164.7,L
2921,Male,32.1,124.4,M
2922,Male,11,77.9,XS
2923,Male,28.8,83.2,S
2924,Male,40.7,128.9,M
2925,Male,41.1,168.1,XL
2926,Male,43.2,163.3,XL
2927,Female,22.2,68.2,XS
2928,Male,2.9,60.7,XS
2929,Male,16.3,115,S
2930,Male,51.8,159.4,L
2931,Female,35.9,129.5,M
2932,Female,41.4,141,M
2933,Male,23.5,95.5,S
2934,Female,24,104.6,S
2935,Female,20.8,119.5,S
2936,Female,33.1,159.3,M
2937,Male,42.7,152.2,M
2938,Male,24.5,105.5,S
2939,Male,16.2,91.3,S
2940,Male,8.6,82.6,XS
2941,Female,33.6,136.4,M
2942,Female,9,56.6,XS
2943,Male,1.8,59.3,XS
2944,Male,12.4,68.8,XS
2945,Female,53.7,158.2,L
2946,Male,37.4,122.8,M
2947,Female,24.9,102.7,S
2948,Female,35.1,165.6,XL
2949,Male,41.4,163.2,XL
2950,Female,1.2,51,XS
2951,Female,-1.7,59.9,XS
2952,Female,36.6,139.9,M
2953,Female,42.9,158.4,M
2954,Male,36,159.3,M
2955,Female,-3,58,XS
2956,Female,13.3,51.1,XS
2957,Female,26.8,99.4,S
2958,Male,22.2,103.7,S
2959,Female,3.1,66.6,XS
2960,Male,31,96.2,M
2961,Male,7.8,75.4,XS
2962,Female,47.3,161.2,XL
2963,Male,14,52.5,XS
2964,Male,46.7,157.2,M
2965,Male,15.5,98.8,S
2966,Female,40.7,172.4,XL
2967,Female,47.4,170,XL
2968,Male,43.5,160.4,XL
2969,Male,9.3,61.2,XS
2970,Female,30.3,116.7,M
2971,Male,14.2,72.9,XS
2972,Female,16.1,65.4,XS
2973,Female,18.7,81,S
2974,Male,20.2,99.9,S
2975,Male,38.2,142.9,M
2976,Male,19,94.5,S
2977,Male,24.1,100.7,S
2978,Female,34.3,140.9,M
2979,Male,2.2,51.9,XS
2980,Male,20.2,122.9,XL
2981,Male,18,97.7,S
2982,Female,34.6,134.6,M
2983,Male,29.2,136.9,XL
2984,Male,14.6,99.2,S
2985,Male,30.3,123.6,M
2986,Male,28,120.9,XL
2987,Male,26.3,123.2,XL
2988,Male,9,83.7,XS
2989,Female,33.4,147.9,M
2990,Female,28.4,126.4,XL
2991,Female,19.9,87.5,S
2992,Male,-1.3,57.3,XS
2993,Female,36.4,128.9,M
2994,Male,23.8,83.3,S
2995,Female,45.6,167.4,XL
2996,Female,26.1,119.9,S
2997,Male,19.8,105.5,S
2998,Male,21.6,79.5,XS
2999,Female,20.8,84.5,S
3000,Female,1.7,51,XS
3001,Female,20.1,89.2,S
3002,Female,21.9,89.3,S
3003,Female,9.3,84.8,XS
3004,Female,17,75.5,XS
3005,Male,36.2,140.5,M
3006,Female,26,94.8,S
3007,Male,46,160.2,XL
3008,Female,15.3,94.2,S
3009,Female,28,121.6,XL
3010,Male,47.1,172.2,XL
3011,Female,0.2,58.3,XS
3012,Male,30.2,134.8,M
3013,Female,11.7,76.6,XS
3014,Male,13.3,62.3,XS
3015,Female,9.7,52.2,XS
3016,Male,31.9,137.7,M
3017,Female,10.6,62.2,XS
3018,Female,41.1,149.7,M
3019,Male,7,56.4,XS
3020,Female,16.8,105.3,S
3021,Female,21.9,117.6,S
3022,Female,5.3,43.4,XS
3023,Female,53.3,154.2,L
3024,Female,25.8,100.8,S
3025,Female,22.1,109,S
3026,Male,42.2,158.8,M
3027,Female,40.1,156,M
3028,Female,28.2,117.8,S
3029,Female,52.1,173.1,L
3030,Male,7.4,55.1,XS
3031,Female,33.6,100.8,M
3032,Female,12.3,53.1,XS
3033,Female,17.8,86.5,S
3034,Female,8.8,56.3,XS
3035,Female,10,68.3,XS
3036,Male,27.5,116.2,S
3037,Female,31,120.5,M
3038,Female,38.2,158.6,M
3039,Female,27.5,97.9,S
3040,Male,27.2,93.6,S
3041,Male,18.7,102.5,S
3042,Female,44.2,136.4,M
3043,Female,15.7,78.3,XS
3044,Male,8.8,81.8,XS
3045,Female,25.1,104.3,S
3046,Female,37,168.6,XL
3047,Male,35.4,161.2,XL
3048,Male,21.5,125.8,XL
3049,Male,27.9,64.5,XS
3050,Male,1.1,50.2,XS
3051,Female,10.3,86.7,S
3052,Female,31.9,125.7,M
3053,Male,11.6,64,XS
3054,Male,36.6,166.8,XL
3055,Male,1.7,57.3,XS
3056,Male,15.4,78,XS
3057,Female,35.6,150.9,M
3058,Female,32.4,135.8,M
3059,Female,41.6,148.4,M
3060,Male,12,71.4,XS
3061,Male,24.6,111.9,S
3062,Male,28.9,122,XL
3063,Male,12.3,66.4,XS
3064,Female,-2.7,65.8,XS
3065,Male,12.8,95.4,S
3066,Female,38.2,150.6,M
3067,Female,16.3,105.2,S
3068,Female,39.4,154.7,M
3069,Female,39.4,163.2,XL
3070,Female,23.1,92.9,S
3071,Female,45.3,170.8,XL
3072,Male,11.1,63.2,XS
3073,Male,17.8,77.2,XS
3074,Male,18.2,67,XS
3075,Female,5.4,59.7,XS
3076,Male,52.4,173.5,L
3077,Male,9.6,60.6,XS
3078,Male,25.1,109,S
3079,Female,34.8,152.8,M
3080,Female,22,119.6,S
3081,Male,25.8,112.6,S
3082,Male,45.1,168,XL
3083,Male,11.4,73.2,XS
3084,Male,18.2,85.7,S
3085,Female,38.3,136.7,M
3086,Male,40,131.2,M
3087,Female,10.6,62.1,XS
3088,Female,12.4,79.5,XS
3089,Male,42.1,170.2,XL
3090,Female,14.2,78.9,XS
3091,Male,34.7,115,M
3092,Male,5,56,XS
3093,Female,6.1,67.3,XS
3094,Female,13.1,77.2,XS
3095,Male,44.6,166,XL
3096,Female,41,171.4,XL
3097,Male,37.1,117.6,M
3098,Male,23.7,102.4,S
3099,Female,35.5,173,XL
3100,Male,3.3,78.2,XS
3101,Male,8.4,49.5,XS
3102,Female,18.2,79.3,XS
3103,Male,44,150.8,M
3104,Male,17,103.2,S
3105,Female,39.6,174.2,XL
3106,Female,18.2,118.7,S
3107,Male,11.2,51.7,XS
3108,Male,42,166.5,XL
3109,Female,16.3,85.3,S
3110,Female,39.5,176,XL
3111,Female,24.8,84,S
3112,Male,40.6,144.5,M
3113,Female,25.1,123.3,XL
3114,Male,38.4,163.1,XL
3115,Male,50.7,163.7,L
3116,Male,34.4,120.5,M
3117,Male,12.5,70.1,XS
3118,Male,46.4,164.9,XL
3119,Male,34.3,166.9,XL
3120,Female,31.7,113.6,M
3121,Male,17.3,76.8,XS
3122,Female,40.1,124.8,M
3123,Male,18.1,90.4,S
3124,Male,36.1,119.3,M
3125,Male,6.7,70.6,XS
3126,Male,40.8,131.4,M
3127,Female,20.1,81.9,S
3128,Female,30.2,126.2,M
3129,Male,50.2,130.3,L
3130,Male,32.2,115,M
3131,Male,8.6,56.6,XS
3132,Female,38.2,128.4,M
3133,Male,18.8,91.7,S
3134,Female,42.6,172.5,XL
3135,Male,24.7,99.2,S
3136,Male,1.7,56.9,XS
3137,Female,10,59.6,XS
3138,Female,2.3,69.2,XS
3139,Male,17.8,93.5,S
3140,Male,4,61.3,XS
3141,Female,35.6,155.1,M
3142,Female,31,103.1,M
3143,Female,36.8,134,M
3144,Male,28.4,122.1,XL
3145,Female,12.3,82.9,S
3146,Male,12.2,61.1,XS
3147,Male,31.2,141.4,M
3148,Male,7.2,70.5,XS
3149,Male,23.1,104.8,S
3150,Male,23.4,126,XL
3151,Female,20,101.4,S
3152,Male,14.3,109.2,S
3153,Male,30.7,128.9,M
3154,Female,22.5,98.3,S
3155,Male,27.9,91.9,S
3156,Female,19.7,79.8,XS
3157,Female,23.8,114.4,S
3158,Female,1.1,77,XS
3159,Male,27.6,125,XL
3160,Male,31,123,M
3161,Female,45.7,148.4,M
3162,Female,26.8,127.1,XL
3163,Female,16.3,62.2,XS
3164,Male,27.7,94.3,S
3165,Male,26.3,89.9,S
3166,Male,26.8,105.3,S
3167,Male,20.8,95.7,S
3168,Female,29.8,149.1,XL
3169,Male,22.7,102.3,S
3170,Female,22.9,90.9,S
3171,Female,24.2,142.1,XL
3172,Female,40.8,153.4,M
3173,Female,36,154.2,M
3174,Female,39.9,153.8,M
3175,Female,10.4,56.3,XS
3176,Female,20.8,84.2,S
3177,Female,44,143.6,M
3178,Female,15.8,66.5,XS
3179,Male,17.4,81.3,S
3180,Male,12.8,46.2,XS
3181,Female,27.1,97.9,S
3182,Female,38.2,172.3,XL
3183,Female,13.6,76.1,XS
3184,Female,34.6,132.8,M
3185,Female,39.1,144.3,M
3186,Male,32.3,114.6,M
3187,Female,25.2,103.9,S
3188,Female,7.8,42.6,XS
3189,Female,48.5,167.4,XL
3190,Female,36.8,97.4,M
3191,Male,42.5,148.6,M
3192,Female,20,83.9,S
3193,Male,27.6,111.1,S
3194,Female,34.1,90,M
3195,Female,8.4,72.6,XS
3196,Male,41.8,141.5,M
3197,Female,28.5,118.2,S
3198,Female,25.5,97.9,S
3199,Female,29.5,93.5,S
3200,Female,43.4,169.5,XL
3201,Female,18.7,101.6,S
3202,Male,12.7,82.6,S
3203,Male,44.6,171.6,XL
3204,Female,3.7,55.4,XS
3205,Female,9.5,60.2,XS
3206,Male,26.6,143.6,XL
3207,Male,34.1,160.7,XL
3208,Male,10.6,67.2,XS
3209,Female,38.3,128.5,M
3210,Female,46.5,163.3,XL
3211,Female,24.6,112.4,S
3212,Female,37.9,141,M
3213,Male,37.1,120.9,M
3214,Female,1.2,52.2,XS
3215,Female,17.1,100.8,S
3216,Male,23.6,91.6,S
3217,Male,29.6,122.8,XL
3218,Female,36.8,153.4,M
3219,Female,24.7,106.6,S
3220,Female,41.4,165.6,XL
3221,Male,41.9,156.3,M
3222,Male,7.1,48.7,XS
3223,Female,38.8,133,M
3224,Male,31.3,146.8,M
3225,Male,37.5,157.8,M
3226,Male,10.9,61.1,XS
3227,Male,39.2,151.3,M
3228,Female,5.9,36.9,XS
3229,Male,35,149.3,M
3230,Male,28.2,138.9,XL
3231,Female,11.2,85.5,S
3232,Female,40,144.4,M
3233,Male,9.3,48.7,XS
3234,Female,25.3,106.4,S
3235,Female,41.7,142.9,M
3236,Female,9.3,60.3,XS
3237,Male,15.7,89,S
3238,Male,33.6,111.3,M
3239,Male,10.6,73.7,XS
3240,Male,48.3,169.9,XL
3241,Female,11.9,70.4,XS
3242,Male,30.6,136.2,M
3243,Female,44.8,154.8,M
3244,Female,4.5,78.4,XS
3245,Female,37.2,141,M
3246,Female,9.6,89.6,XS
3247,Female,14.7,80.1,S
3248,Female,17.1,67.5,XS
3249,Male,10.4,58.2,XS
3250,Female,47,154.4,M
3251,Female,21.2,99.3,S
3252,Male,39.9,170.2,XL
3253,Female,39.5,146.6,M
3254,Male,13.2,91.1,S
3255,Male,30.5,106.7,M
3256,Male,18.5,66.3,XS
3257,Female,5.3,56.8,XS
3258,Male,16,113.1,S
3259,Male,27.2,110.5,S
3260,Male,27.1,113,S
3261,Female,20.5,118.4,S
3262,Female,10.5,59.6,XS
3263,Male,12,103.9,S
3264,Female,40.2,144.8,M
3265,Female,21.7,113.6,S
3266,Male,30.8,107.2,M
3267,Female,31.9,124.5,M
3268,Male,13.3,59.2,XS
3269,Female,9.6,55,XS
3270,Male,36.4,132.8,M
3271,Male,23.5,124.7,XL
3272,Female,18.1,92.7,S
3273,Male,36.5,151.9,M
3274,Male,29.4,133.4,XL
3275,Female,43.6,156.8,M
3276,Female,24.5,96.1,S
3277,Male,48.2,180.2,XL
3278,Male,11.8,61,XS
3279,Male,51.8,167.2,L
3280,Male,38.6,159.3,M
3281,Male,31.9,138.4,M
3282,Male,29.3,122.9,XL
3283,Male,44.6,169,XL
3284,Female,9.1,66.4,XS
3285,Female,10.3,67.1,XS
3286,Female,21.4,110.1,S
3287,Female,44.3,168.7,XL
3288,Female,22,112.9,S
3289,Female,2.4,67.6,XS
3290,Male,17.7,128.6,XL
3291,Female,20.7,115.7,S
3292,Male,14.2,97.7,S
3293,Female,27.9,94,S
3294,Male,9.8,60.7,XS
3295,Female,37.9,157.1,M
3296,Male,37.5,122.8,M
3297,Male,39.5,165.2,XL
3298,Female,24.4,121.5,XL
3299,Female,19.1,84.8,S
3300,Male,51.2,172.1,L
3301,Male,27.1,111,S
3302,Female,33.5,131.5,M
3303,Female,49.4,179.1,XL
3304,Female,30.5,102.2,M
3305,Male,28.8,117.5,S
3306,Male,31.2,147.6,M
3307,Female,37.9,153,M
3308,Male,17.2,99.7,S
3309,Female,30.5,112.3,M
3310,Female,24.5,97.7,S
3311,Female,35.7,129.4,M
3312,Male,8.9,85.2,XS
3313,Male,36.4,146,M
3314,Female,29.9,124.7,XL
3315,Male,42.7,162,XL
3316,Female,10.7,75.3,XS
3317,Female,29.7,119.6,S
3318,Female,17.6,72.9,XS
3319,Male,2.7,42.8,XS
3320,Female,-0.7,38.9,XS
3321,Female,45.2,174.3,XL
3322,Male,10,64.5,XS
3323,Male,0.5,58.3,XS
3324,Male,18.5,101.5,S
3325,Female,29.8,131.8,XL
3326,Male,39.4,148.4,M
3327,Female,23,104.2,S
3328,Male,45.8,157.5,M
3329,Male,9.4,82.4,XS
3330,Male,39.5,167.2,XL
3331,Male,-0.9,55.2,XS
3332,Female,43.2,168.8,XL
3333,Female,13.4,84.2,S
3334,Female,8,58,XS
3335,Female,13,84,S
3336,Male,7.1,88.9,XS
3337,Male,29.6,123.4,XL
3338,Female,40.3,147.2,M
3339,Female,17.6,67.6,XS
3340,Male,-0.5,65.1,XS
3341,Male,38.5,165.2,XL
3342,Female,44.1,162.4,XL
3343,Male,10.8,91.4,S
3344,Male,30,147.2,M
3345,Male,12.1,61.9,XS
3346,Female,6.3,49.2,XS
3347,Male,34.5,154.5,M
3348,Male,34.4,141.7,M
3349,Male,28.2,128.1,XL
3350,Male,10.5,101.7,S
3351,Female,34.7,138,M
3352,Male,35.9,158.2,M
3353,Female,50.4,165.2,L
3354,Male,12.8,78.9,XS
3355,Male,7.4,58,XS
3356,Female,23.7,111.9,S
3357,Male,9.6,52.3,XS
3358,Female,23.1,123.4,XL
3359,Female,13.9,58.4,XS
3360,Female,10.5,51,XS
3361,Male,18.6,79.3,XS
3362,Female,27.9,112.6,S
3363,Female,45.2,186.5,XL
3364,Female,27.6,102.6,S
3365,Female,30.9,128.5,M
3366,Male,40,163.6,XL
3367,Male,49.7,155.4,M
3368,Female,33.2,138.8,M
3369,Female,11.8,84.5,S
3370,Male,27.6,119.6,S
3371,Male,9.8,56.6,XS
3372,Male,37.1,161.6,XL
3373,Male,15.9,92.1,S
3374,Female,15.2,99.7,S
3375,Male,28.9,156.2,XL
3376,Male,20.4,95.3,S
3377,Female,36.2,138.1,M
3378,Female,36.1,124.1,M
3379,Female,8.1,52.8,XS
3380,Male,31.1,134.7,M
3381,Male,18.4,106.1,S
3382,Male,5.6,84.3,XS
3383,Male,30.1,103.7,M
3384,Female,8.8,47.9,XS
3385,Female,2.7,57.2,XS
3386,Male,16.7,76.3,XS
3387,Female,30.7,90.6,M
3388,Female,22.6,85.5,S
3389,Male,30.2,122.6,M
3390,Male,7.5,74.3,XS
3391,Male,25.2,107.6,S
3392,Female,29.1,121,XL
3393,Male,25.6,123.5,XL
3394,Male,26.5,109.4,S
3395,Male,36.1,134.4,M
3396,Male,49,161.6,XL
3397,Female,35.9,123.3,M
3398,Male,35.9,121.4,M
3399,Male,26,105.7,S
3400,Male,35.5,142.3,M
3401,Male,30.4,136.5,M
3402,Female,3.3,68.8,XS
3403,Male,6.7,50,XS
3404,Female,25.8,63,XS
3405,Male,16.1,112.1,S
3406,Male,53.3,160.6,L
3407,Female,44,163,XL
3408,Female,35.8,117.1,M
3409,Female,34.1,170.4,XL
3410,Male,29.7,116.6,S
3411,Female,20.5,106.1,S
3412,Female,31.7,178.3,XL
3413,Female,35.7,153,M
3414,Female,6.5,54.4,XS
3415,Male,20.8,129,XL
3416,Female,12,89.6,S
3417,Female,4.7,54.8,XS
3418,Female,17.9,101.8,S
3419,Female,36.4,121.4,M
3420,Female,34.2,152.2,M
3421,Male,37.4,157.1,M
3422,Male,31.4,117.4,M
3423,Female,30.2,124.3,M
3424,Male,26.6,111.5,S
3425,Male,7.8,56.4,XS
3426,Female,21.2,99.3,S
3427,Female,18.3,80.1,S
3428,Male,6.9,48.9,XS
3429,Female,15.7,96,S
3430,Female,8.4,59.3,XS
3431,Female,31.6,127.4,M
3432,Female,43.9,156.4,M
3433,Male,8.6,53,XS
3434,Female,24.1,109.1,S
3435,Female,32.1,115.5,M
3436,Female,21.6,99,S
3437,Male,35,123.2,M
3438,Male,37.5,136.8,M
3439,Male,16.7,71.8,XS
3440,Female,30,135.3,M
3441,Female,26,114.2,S
3442,Male,21.6,103,S
3443,Female,8.9,85,XS
3444,Male,-1.7,65.2,XS
3445,Female,27.5,126.4,XL
3446,Male,38.9,144.4,M
3447,Male,20,119.3,S
3448,Male,18.8,62.4,XS
3449,Female,50.1,135.7,L
3450,Male,41.2,154.8,M
3451,Male,25,109.3,S
3452,Male,5.3,64.4,XS
3453,Female,26,113,S
3454,Female,43.9,165.7,XL
3455,Male,43,168.1,XL
3456,Female,23.6,114.9,S
3457,Female,31.4,140.6,M
3458,Female,15.8,98.3,S
3459,Male,28.6,141.8,XL
3460,Male,41.1,149.1,M
3461,Male,10.3,59.9,XS
3462,Male,23.9,102.8,S
3463,Female,16.6,72.6,XS
3464,Female,29.8,104.8,S
3465,Female,41.4,154.3,M
3466,Male,28.8,90.8,S
3467,Female,21.3,81.8,S
3468,Male,21.8,99.1,S
3469,Female,3.1,56.5,XS
3470,Female,47.5,144.5,M
3471,Male,17.4,100.7,S
3472,Male,17.3,63.1,XS
3473,Male,-0.6,46.1,XS
3474,Male,25.6,88.2,S
3475,Male,7,71.4,XS
3476,Male,18.6,98.5,S
3477,Female,35.6,134.6,M
3478,Male,42.3,166,XL
3479,Male,27.4,131.2,XL
3480,Male,41,150.5,M
3481,Male,16,58.8,XS
3482,Male,12.4,83.3,S
3483,Male,31.2,153.2,M
3484,Male,33.5,129.7,M
3485,Female,20.3,109.6,S
3486,Male,6.7,39.6,XS
3487,Female,22.5,76.4,XS
3488,Female,23.4,103.1,S
3489,Female,21.5,82.9,S
3490,Male,28.5,131.5,XL
3491,Female,7.3,122.7,XS
3492,Male,41.5,145.7,M
3493,Male,39.5,136.2,M
3494,Male,20.2,108.3,S
3495,Female,32.6,152.1,M
3496,Female,4.1,50,XS
3497,Male,13.8,71.7,XS
3498,Female,6.1,65.2,XS
3499,Male,16.5,98.9,S
3500,Male,51.1,167.9,L
3501,Male,28.5,139.9,XL
3502,Male,14.9,92.9,S
3503,Female,10.5,44.5,XS
3504,Male,45.6,145.7,M
3505,Female,38.9,130.5,M
3506,Female,17,67.8,XS
3507,Female,25.5,103.4,S
3508,Female,29.8,157.1,XL
3509,Female,31.5,135.1,M
3510,Male,43.1,141.8,M
3511,Female,45,155.4,M
3512,Female,34.4,119.7,M
3513,Male,36.8,170.7,XL
3514,Female,22.7,122.8,XL
3515,Female,46.5,160.8,XL
3516,Female,26.8,115.5,S
3517,Female,40.6,172.3,XL
3518,Female,12.9,58.5,XS
3519,Female,36.2,166.7,XL
3520,Male,26.7,114.8,S
3521,Female,17.9,62.6,XS
3522,Male,7,60.9,XS
3523,Female,16,48.2,XS
3524,Male,28.4,108,S
3525,Male,29.7,116,S
3526,Male,30.5,131.9,M
3527,Male,27.3,103.1,S
3528,Male,30.9,140.9,M
3529,Male,29.6,152.7,XL
3530,Male,33.7,140.4,M
3531,Female,3.6,53.2,XS
3532,Female,13.2,63.1,XS
3533,Female,9.9,84,XS
3534,Female,33.3,143.4,M
3535,Female,51.4,164.9,L
3536,Female,38.3,139.7,M
3537,Female,44.3,133.5,M
3538,Male,27.1,132.6,XL
3539,Male,30.7,119.8,M
3540,Female,9.1,57.4,XS
